activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
,,,,,,,,,,,,,-0.5387928522557974,,,,,
,,,,,,,,,,,,,-0.8200666861685001,,,,,
,,,,,,,,,,,,,0.8675763173077159,,,,,-0.1931457735863636
,,,,,,,,,,,,,-0.5387928522557974,,,,,0.2364572500875481
,,,,,,,,,,,,,,,,,,-0.6227487972602753
,,,,,,,,,,,,,-0.5387928522557974,,,,,-0.6227487972602753
,,,,,,,,,,,,,-0.25751901834309476,,,,,
,,,,,,,,,,,,,-0.8200666861685001,-0.22053046110588995,0.14470322240654013,-1.0048855371739387,,-0.1931457735863636
,,,,,,,,,,,,,,0.15670574450918576,-0.8140275687106879,-0.8917323987524635,,
,,,,,,,,,,,,,0.02375481556960792,,,,,
,,,,,,,,,,,,,,,,,,-0.6227487972602753
,,,,,,,,,,,,,-0.8200666861685001,,,,,
,,,,,,,,,,,,,-0.8200666861685001,,,,,
,,,,,,,,,,,,,-0.8200666861685001,,,,,
,,,,,,,,,,,,,0.30502864948231057,,,,,
,,,,,,,,,,,,,-0.8200666861685001,,,,,
,,,,,,,,,,,,,-0.25751901834309476,,,,,
,,,,,,,,,,,,,0.8675763173077159,,,,,-0.6227487972602753
,,,,,,,,,,,,,0.02375481556960792,,,,,
,,,,,,,,,,,,,-0.25751901834309476,,,,,-0.6227487972602753
,,,,,,,,,,,,,,,,,,-0.6227487972602753
,,,,,,,,,,,,,,,,,,0.2364572500875481
,,,,,,,,,,,,,,,,,,-0.6227487972602753
,,,,,,,,,,,,,-0.8200666861685001,,,,,-0.1931457735863636
,,,,,,,,,,,,,-0.8200666861685001,,,,,
-0.39119816293499315,-0.24220463520974264,0.35505207965114843,-0.2441860744388971,,,,-0.39023323531134557,-0.02434902550839224,,-0.10566727097845796,-0.21647612886401452,,-0.8200666861685001,,,,2.4086471695265628,
0.14290161524436076,-0.1367006798887705,0.2600652218875,-0.28097303583414296,-0.7881077848789831,,0.14005787057609528,0.2095935393028508,-0.012159010887346772,0.17994041180377635,,0.18036008486020585,,0.5863024833950132,0.45849470900124634,-1.1208214218682009,-1.0727774202268239,0.9935558439024369,
1.188976706859547,-0.21876550865448255,0.1679723008873166,-0.32390015402866873,-0.7544199478171678,,,-0.18414030705724607,-0.2864002401067865,-0.15765445451455037,,0.6942903014492579,,-0.25751901834309476,1.0620726379853676,-0.4305352522637967,-0.8012098880152821,-0.5190265534550886,-0.6227487972602753
0.23131395397565027,-0.163702793458811,0.21525813920114245,-0.4265509805191935,-0.599590136010737,,,-0.2306341117539188,-0.1908885195194707,,,0.40454141373082886,0.42564880369914276,,0.45849470900124634,0.25975091734060757,-0.2580748235922,-0.2415616751572136,
-0.41751087346234456,-0.2541647968042013,0.05536829158754451,0.1852563234171096,-0.808695545934782,,-0.37512210726571094,-0.2564124068216531,-0.013395551086670676,0.31800234505412184,,2.2877026969178114,,1.7113978190458239,1.3638616024774282,-1.5810122016044703,-1.3443449524383655,-0.10314930067087252,
-0.2200248104367221,-0.19036017902288505,0.6487098988146682,-0.40864106528378485,-0.6031214901761074,,,0.20550254650618766,-0.05908746397742384,,-0.19843335201359527,0.1568618662169297,,,0.9111781557393371,-0.4305352522637967,-0.3259667066450851,1.2136481862028603,-0.6227487972602753
-0.190175546595442,-0.21017751239065546,0.0423569110549387,0.23887847179166824,-0.6857558522119979,,,-0.12910507252066356,0.33659626482924077,,,0.5087061547492182,,,-0.14508321998287482,-0.20043986239566203,-0.5296423558037416,0.14812184344560522,
0.40190777787212467,-0.21621701026176413,-0.05813299600559311,-0.1594271700503032,-0.46917287573148064,,-0.2596228896455196,-0.28943660414226535,-0.034873398295375516,-0.2967954867614905,,-0.03418422216954653,,-0.5387928522557974,0.45849470900124634,0.25975091734060757,0.013492708619341676,0.6446242878104991,-0.6227487972602753
-0.24724827384720321,0.709253266182879,-0.580441195727596,-0.022032011749108113,-0.5232056300096426,-0.15431244987112105,,0.39943432673483137,-0.3647358678011473,0.06996931088621577,,0.40726386518105034,,0.30502864948231057,-0.748661148966996,-0.20043986239566203,-0.8012098880152821,-0.4001463780473984,
-0.5269528706536023,-0.019618263031891115,0.06051025077941163,0.09331517865816401,,,,0.06785626722865304,-0.12633103055216927,-0.35978684504913416,,0.24381644667227495,,0.02375481556960792,0.45849470900124634,0.7199416970768769,1.371330369677049,0.6566028571800351,-0.6227487972602753
-0.721354356454057,-0.21829690055146572,0.4426554420287576,0.5125698830819199,,,,-0.22577882233972466,-0.14923570587709242,,-0.17587069638655373,0.6653503566283513,,,-0.5977666667209657,0.14470322240654013,0.6924115391481953,1.1912439086417164,
-0.5035281517094631,-0.10191178673866581,-0.11273433296437109,-0.2896843584864115,-0.7604708068168571,-0.4093278121233503,,0.07245527260112951,-0.1465129861928811,-0.164065055414087,-0.1990973271816324,-0.15821876980566993,,0.5863024833950132,0.15670574450918576,-0.20043986239566203,0.5566277730424251,0.1633639874126821,
-0.015864606110326022,-0.24446923326662245,-0.33522335211475723,-0.3489924220915134,-0.42285491046407087,-0.3036756914118615,-0.11194386663634581,-0.1562844066100361,-0.22099948004789857,0.63780927494857,,0.05782447347414427,,-0.8200666861685001,0.45849470900124634,-1.5810122016044703,-1.3443449524383655,0.0910616416030384,
-0.18398751562287272,-0.10938348933362393,-0.31817846483625856,-0.3261854370935618,-0.5109462765355317,,0.4533693591595101,0.051007917158606114,-0.08656699946513562,,,0.12656824038759182,,0.02375481556960792,0.6596873519959534,-0.047042935816905565,-0.6654261219095119,0.1497909252535968,
-0.7198741848805864,-0.20112581241790492,0.02509975591410549,-0.3030301088198232,-0.010265475788490193,,,-0.17822249692330647,-0.23091957848494352,-0.34343750189409245,,-0.10457973324684547,,0.02375481556960792,-1.6540280424431777,-1.5810122016044703,-0.8012098880152821,-0.05914349782060847,
0.06802139202284582,-0.18820797689828161,-0.025265857241479645,0.012895458979083129,,,,0.01533052958450973,-0.03497707492068984,-0.30751186294714816,,-0.23673140224242326,,-0.5387928522557974,0.45849470900124634,-0.6606306421319313,-1.0727774202268239,-0.0516100905596777,-0.6227487972602753
-0.010177379109391177,1.7445744106788779,-0.21110398792527238,-0.12345439794492519,,,,-0.24413193388686566,-0.22397502890561985,-0.21862890671977514,,-0.13132936841582216,,,-0.44687218447493543,-0.20043986239566203,-0.2580748235922,-0.4418791479397321,
-0.56555893574981,0.11217566414779023,0.06613986461204224,-0.007142284861423939,,-0.3858057652271092,,-0.04013806598362417,-0.08943142767330506,,,-0.2573669049051462,,0.02375481556960792,-0.9750028723360414,-0.4305352522637967,-0.6654261219095119,-0.027753039449628415,
-0.705305156789953,-0.2276441997597772,0.31209668664206736,-0.13592926229921298,-0.6653664136250851,,-0.24160077788572967,-0.004583357654766674,-0.1094890433088197,0.07623868453947223,,1.083303835247959,,-0.8200666861685001,-0.8492574704643494,-1.0057737269341336,-0.6654261219095119,-0.04701388651661999,
-0.4544789798293397,-0.24526756758112653,0.09777199971059045,0.4750518435371556,-0.7806605738024425,,,0.20864790409158146,-0.12710243317470707,,,0.02287405143578843,,-0.8200666861685001,-0.44687218447493543,-0.8140275687106879,-0.5296423558037416,-0.18217054516460868,
0.003879587130598288,-0.19598021996201426,-0.19967066580105045,-0.10976724622257447,,,,0.5394950250521726,-0.23280131456094172,,,3.1170116008756845,,0.02375481556960792,-1.0504501134590567,0.7199416970768769,0.5566277730424251,-0.2360487371828655,
-0.4174900284909659,-0.23262339210818095,0.5307769508637193,0.40647993152698764,,-0.6049233694983154,-0.18393759754485386,-0.19723856708616166,-0.2684437628311727,,,0.24866386095708679,,0.8675763173077159,-0.44687218447493543,0.25975091734060757,0.5566277730424251,0.24303805152018143,
-0.4070822198645291,-0.012802589273721186,-0.4856931132265824,0.19461668882348426,-0.40404350712278486,,,-0.3185683406274304,-0.2203624803720248,-0.18896322576530894,,0.20643391976593053,,,-1.6540280424431777,0.25975091734060757,0.013492708619341676,0.02253168172197919,
-0.48579097211216904,-0.2463435322649486,2.6521990503612876,0.5906784503657503,,,,-0.2515383075695347,-0.23344030051843795,-0.4866871094630957,,-0.10342672948392259,,,-0.9750028723360414,0.14470322240654013,0.35295212388376845,2.367778292717581,
-1.0781328213626675,-0.23747974089909266,0.05929896691134135,-0.21806004462921402,-0.6681429281894911,,,-0.3188369151882464,-0.4244621590040616,,,,,,-1.7294752835661928,0.7199416970768769,1.371330369677049,-0.38077156920414135,
-0.3673967979629351,-0.2480804931110935,0.16204810206961812,0.8190573440462378,-0.4362203158502296,,,-0.23176564106654887,0.6088228699613759,-0.3896207431073573,,0.5288936805111504,,-0.8200666861685001,-1.6540280424431777,-0.20043986239566203,0.2850602408308833,0.7751056975426952,-0.6227487972602753
-0.3040724664630075,-0.23198945805755988,-0.130538601621231,-0.30332263837930656,-0.8627957568350142,,,-0.07595611204342106,0.16945077591825305,-0.45271744948018205,,0.08366744971411116,,1.1488501512204186,0.15670574450918576,0.25975091734060757,-0.8012098880152821,0.2478546354806813,-0.6227487972602753
-0.039596909281717385,-0.23878097113667676,-0.2312592334992507,-0.478784297291187,,,,-0.3624634486533824,-0.07754881690257799,,,0.15906651184873088,,,1.2884143613544128,-0.4305352522637967,0.2850602408308833,-0.1156777434945091,-0.6227487972602753
-0.6417529821205328,-0.25537617688646214,1.7139132616684427,-0.4467964044800132,,,,-0.264816172160255,-0.04708199346402069,,,-0.024739728983972416,,-0.5387928522557974,-0.44687218447493543,-0.20043986239566203,-0.5296423558037416,0.9439066439233755,
-0.26418621711314155,-0.14537736914341376,0.5323128483383109,-0.058204548529574324,-0.34976309067502276,,,-0.3617310405892074,0.8727657792085952,-0.3209134016173066,,0.15307203590174406,,-0.8200666861685001,-1.0504501134590567,0.25975091734060757,-0.2580748235922,1.0392400112120777,
-0.20926397902239385,-0.22067033797348826,-0.27278622446876905,-0.11101664442843522,-0.3936821699728153,-0.4955479979590493,,-0.37483044684262146,-0.2904948004515065,0.11903719372562799,,0.5281582874371089,,-0.8200666861685001,-0.14508321998287482,0.7199416970768769,1.099762837465507,1.1140308828502188,
-0.45967542519856763,-0.23946805156393616,0.31968580961322257,-0.22969035628089027,-0.8241296210644243,,,-0.3614002225647149,0.11673379707774702,,,-0.1667127660078673,,-0.5387928522557974,-0.22053046110588995,0.14470322240654013,0.35295212388376845,0.13896142464746195,-0.1931457735863636
-0.18272152172688533,0.10552864594008289,-0.05218324843974957,-0.512436704891831,-0.589960703210228,,,-0.24365369375764187,-0.11087098517360637,-0.30594717687093287,,0.11870624851726903,,-0.5387928522557974,-0.22053046110588995,0.7199416970768769,0.8281953052539655,-0.27153734180987205,
-0.28558434297626645,-0.16423089395140805,0.033988773386137615,-0.37342601294669053,-0.7793721523209032,,,-0.270393994473714,-0.06487171184279043,,,0.08900056222606065,,-0.5387928522557974,0.45849470900124634,0.7199416970768769,0.5566277730424251,0.009155774572753855,
-0.7529642564767496,-0.21645691533341288,0.2334119216545884,-0.37827765254009327,-0.7952312041695873,,,-0.3558224002512559,-0.23478519050305338,,,0.16194953219746958,,-0.8200666861685001,0.45849470900124634,0.7199416970768769,0.8281953052539655,0.18395818136505962,
-0.7029413225100246,-0.19517115723960743,0.518006560386437,0.061881362772780786,0.6606338029369258,,,-0.33318564202058704,-0.0002391242820555107,-0.364038150034991,,0.18271495873855445,,-0.8200666861685001,-0.44687218447493543,0.7199416970768769,0.8281953052539655,1.7459062828709446,
-0.11130808404931257,-0.23763517993383784,0.15617135460148546,-0.3009454139944379,-0.7544874044392379,,,-0.2469939682885256,0.14249451213188555,-0.3228096671505665,,0.09903784952340515,,-0.5387928522557974,-0.14508321998287482,0.25975091734060757,0.2850602408308833,0.2153887852742382,-0.6227487972602753
0.9587504391916145,-0.2067321124996176,0.3853161346730198,0.20843119819373218,-0.7628621440692427,,,-0.3021344203559969,5.075280851974889,-0.29800206216934705,-0.35287485845805283,-0.07354478045838077,,-0.25751901834309476,-0.14508321998287482,0.7199416970768769,0.8281953052539655,1.9563657392012948,0.6660602737614598
-0.9107122170691427,-0.11799885443625993,0.13976682166514726,0.2876244992497787,,,,2.078456771804684,-0.4495034644898918,,,-0.23174557651558697,,,0.15670574450918576,0.7199416970768769,0.6924115391481953,0.33593361487759515,
-1.0206156062745397,-0.17161600659436985,0.26460890991562236,0.10753502352324246,1.053529951365357,,,-0.23161751359289548,0.8912990279259783,,,-0.0022220587821218485,,-0.5387928522557974,-1.0504501134590567,0.25975091734060757,0.8281953052539655,0.5338776346038867,
-0.1754256616165513,0.1641831225826088,0.08241582326589651,-0.19945373889967463,,0.04135140613013978,,-0.33044158057115813,0.18533386944393498,-0.32397529273821546,,0.13502490640859793,,,-0.22053046110588995,0.7199416970768769,0.013492708619341676,-0.09720266914643266,
0.3158538092547994,-0.2266134629279567,-0.30778083286159974,-0.41164726805957885,1.4910086310307413,,,0.04304888309189875,-0.4767644913095532,-0.3641549674681555,,0.16225276482956177,,-0.8200666861685001,-0.44687218447493543,0.14470322240654013,1.099762837465507,-0.0601379407939752,
-0.8437103397379738,-0.19853513468915104,-0.12858656275221592,-0.24160687121194685,0.14946640874377579,,-0.13749827868622808,-0.34746142729393165,0.4830627039522957,,,0.01968991627016575,,0.8675763173077159,-0.44687218447493543,0.7199416970768769,1.371330369677049,-0.03941839451156634,0.6660602737614598
